Date,Tweet,Reply Count,Retweet Count,Like Count,Language,Source Label,Search
10/11/2024,Saudi Arabia calls for immediate ceasefire at Arab League emergency summit,9,101,40,en,TweetBot,Red Sea conflict
12/17/2024,Iran parliament votes to increase military budget by 40% in response to Israeli strikes #HouthiAttack,24,28,173,en,TweetBot,Lebanon war
11/15/2024,Arab League holds emergency summit addressing Iran-Israel-US military confrontation #MiddleEastCrisis,20,18,469,en,Buffer,Iran missile strike
1/1/2025,Iran and Israel exchange statements at UN General Assembly over ongoing conflict #EndTheWar,8,145,281,en,Twitter Studio,US military Middle East
12/15/2024,Pentagon releases statement on US military posture in eastern Mediterranean region #RefugeeCrisis,11,74,314,en,Twitter for Android,Iran retaliation
10/22/2024,Iran backs militant groups across region creating multi-front war nightmare for Israel #IDF,19,74,393,en,Twitter for iPad,Israel defense
11/6/2024,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,11,130,529,en,Hootsuite,War crimes Middle East
12/7/2024,US deploys additional Patriot missile batteries to protect American forces in region,10,133,383,en,Hootsuite,Refugee crisis
11/21/2024,G20 leaders issue joint statement calling for de-escalation in Middle East crisis,0,16,350,en,Tweet Deck,Iran retaliation
11/18/2024,Civilians in Eilat describe terror of constant air raid sirens and missile attacks,15,117,583,en,Twitter Web App,Israel defense
11/15/2024,Israel estimates Iranian missile program has over 52000 projectiles in arsenal #MiddleEastCrisis,16,17,277,en,SproutSocial,Gaza humanitarian
12/31/2024,Israel updates emergency evacuation protocols for 1500 northern border communities #UNMiddleEast,20,62,233,en,Buffer,US Iran sanctions
10/12/2024,Israel destroys Iranian oil refinery in major escalation of direct military strikes #CeasefireNow,4,133,310,en,Twitter Web App,Humanitarian aid
12/11/2024,UN warns of catastrophic humanitarian disaster as Iran-Israel war intensifies,25,13,326,en,Twitter for iPhone,Global economy
12/19/2024,Ceasefire talks collapse again as Iran refuses all US mediation conditions completely #IranSanctions,15,76,582,en,Twitter Web App,IAEA Iran
12/24/2024,Jordan closes airspace to all military aircraft as Iran-Israel conflict intensifies,19,116,0,en,Twitter for iPad,Lebanon war
12/8/2024,Egypt mediates back-channel talks between Iranian and Israeli representatives #IranThreat,9,76,270,en,SproutSocial,Iran missile strike
10/18/2024,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities,24,46,499,en,Twitter Web App,Nuclear deal Iran
12/29/2024,Ceasefire agreement reached in Mediterranean coastline after weeks of intense US diplomatic effort #WarCrimes,9,24,453,en,TweetBot,US Iran sanctions
11/13/2024,Refugee crisis overwhelms Jordan and Turkey as 200 million flee war zones #IranMissileStrike,24,135,483,en,Twitter for iPhone,Iran retaliation
11/23/2024,Peace deal framework proposed by Qatar gives hope for end to Iran-Israel conflict #CeasefireNow,25,43,161,en,Twitter Studio,Iran protests
11/7/2024,UN warns of catastrophic humanitarian disaster as Iran-Israel war intensifies,7,67,483,en,Twitter for iPad,Netanyahu speech
11/13/2024,Refugee crisis overwhelms Jordan and Turkey as 79 million flee war zones,14,78,435,en,Twitter Studio,Red Sea conflict
11/18/2024,Israel and US conduct joint military drill simulating Iranian missile attack scenario #IsraeliAirstrike,20,35,467,en,Twitter for iPad,Israel Iran war
10/7/2024,Iran Supreme Leader delivers speech on regional resistance against Israeli aggression #RefugeeCrisis,10,109,391,en,TweetBot,Global economy
10/17/2024,Oman confirms role as back-channel mediator between US and Iranian governments,2,62,164,en,TweetBot,War crimes Middle East
12/5/2024,G20 leaders issue joint statement calling for de-escalation in Middle East crisis,7,71,600,en,Hootsuite,US Iran warning
11/9/2024,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,3,120,137,en,Twitter for iPhone,Nuclear deal Iran
12/18/2024,Israeli military intelligence assesses Iranian military capabilities and vulnerabilities,9,146,204,en,SproutSocial,Gaza humanitarian
11/10/2024,Iran cyber attacks cripple Israeli banking system and power grid infrastructure,22,5,143,en,Twitter for iPhone,Nuclear deal Iran
11/2/2024,Israel releases intelligence showing Iranian weapon transfers to Hezbollah in Lebanon #MiddleEastPeace,14,92,341,en,Tweet Deck,US Israel alliance
11/27/2024,Civilians in Tel Aviv describe terror of constant air raid sirens and missile attacks,12,124,49,en,SproutSocial,US Iran warning
12/7/2024,Aid organizations successfully deliver medicine to 1320000 civilians in conflict zones,25,83,551,en,Buffer,IDF operations
12/14/2024,G20 leaders issue joint statement calling for de-escalation in Middle East crisis,24,28,544,en,Twitter for Android,Oil prices war
12/30/2024,Oman confirms role as back-channel mediator between US and Iranian governments,13,70,476,en,Buffer,UN Middle East
12/31/2024,US aircraft carrier USS Carl Vinson arrives in Persian Gulf for strategic deterrence,23,110,21,en,Hootsuite,IDF operations
10/23/2024,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz #WarCrimes,8,57,598,en,TweetBot,Ceasefire talks
12/16/2024,Biden administration reviews military options as Iran-Israel conflict enters new phase,4,48,151,en,Tweet Deck,Iran retaliation
12/12/2024,Israeli PM warns of existential threat as Iranian missiles rain down on major cities,11,17,335,en,TweetBot,Israel defense
11/7/2024,Israel releases intelligence showing Iranian weapon transfers to Hezbollah in Lebanon,7,55,363,en,Twitter Web App,Hezbollah Israel
11/21/2024,Israel releases intelligence showing Iranian weapon transfers to Hezbollah in Lebanon #IranSanctions,1,114,449,en,Hootsuite,Global economy
12/7/2024,Israeli PM warns of existential threat as Iranian missiles rain down on major cities #UNMiddleEast,18,132,124,en,Twitter for Android,Humanitarian aid
10/30/2024,Refugee crisis overwhelms Jordan and Turkey as 126 million flee war zones,2,129,368,en,Buffer,US Israel alliance
11/24/2024,Iran test fires ICBM capable of reaching European capitals raising global alarm #IsraeliAirstrike,3,90,369,en,Twitter for iPad,Stop the war
11/22/2024,Famine threatens Gaza as Iran-Israel blockade cuts off all humanitarian supply routes,15,4,281,en,TweetBot,US military Middle East
10/21/2024,Iranian nuclear sites bombed by Israel sparking fears of radioactive contamination #IRGC,22,120,39,en,Twitter Web App,Humanitarian aid
11/26/2024,US Treasury Department expands Iran sanctions list to include 190 new entities,5,44,531,en,Twitter for Android,US Iran sanctions
12/23/2024,Iran cyber attacks cripple Israeli banking system and power grid infrastructure #IranProtest,11,67,328,en,Twitter Web App,Israel Iran war
10/9/2024,Ceasefire talks collapse again as Iran refuses all US mediation conditions completely,17,96,537,en,Twitter for Android,Iran protests
10/12/2024,Death toll rises to 4 after Iranian barrage hits northern Israel overnight,3,121,475,en,Hootsuite,Iranian regime
11/5/2024,Reports of chemical weapons use in Negev desert spark international outrage and condemnation,4,82,552,en,TweetBot,Diplomacy Middle East
10/22/2024,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack #IDF,7,21,97,en,Hootsuite,IDF operations
11/15/2024,International support pours in for rebuilding West Bank communities destroyed by conflict #IranMissileStrike,22,118,532,en,SproutSocial,Middle East conflict
12/17/2024,UN Security Council scheduled emergency vote on Iran-Israel ceasefire resolution,23,8,394,en,Twitter Web App,Global economy
11/3/2024,Iran backs militant groups across region creating multi-front war nightmare for Israel,5,101,330,en,Twitter Web App,War crimes Middle East
10/31/2024,Lebanon descends into chaos as Hezbollah and Israeli forces clash in brutal urban combat,14,67,558,en,Buffer,Iran nuclear
10/27/2024,Netanyahu addresses Knesset on security situation amid ongoing Iranian missile campaign,8,87,499,en,SproutSocial,Ceasefire talks
11/27/2024,Israel confirms limited ground operation inside southern Lebanon against Hezbollah #RefugeeCrisis,20,6,556,en,Twitter for Android,Diplomacy Middle East
11/12/2024,Mass displacement crisis: 118 million people fleeing violence in Lebanon and Gaza #HumanitarianAid,14,111,566,en,Twitter for iPhone,Oil prices war
11/1/2024,Iran backs militant groups across region creating multi-front war nightmare for Israel,24,4,203,en,TweetBot,UN Middle East
12/31/2024,IDF reports 136 rocket interceptions overnight along northern border with Lebanon,16,42,383,en,Twitter for Android,Diplomacy Middle East
12/21/2024,Iran activates air defense systems across country after Israeli drone incursions,13,51,285,en,Twitter Web App,Red Sea conflict
10/21/2024,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,23,76,0,en,Twitter for iPhone,US Israel alliance
10/21/2024,Iran and Israel exchange statements at UN General Assembly over ongoing conflict #IsraeliAirstrike,4,123,164,en,Tweet Deck,Red Sea conflict
10/13/2024,Iranian state media reports military exercise near Strait of Hormuz this week #HumanitarianAid,7,70,143,en,Hootsuite,Iran nuclear
12/29/2024,UK and France announce additional sanctions on Iran over ballistic missile program #IRGC,8,83,11,en,Twitter for iPhone,Iran retaliation
11/11/2024,Iran backs militant groups across region creating multi-front war nightmare for Israel,3,138,465,en,Twitter for Android,Stop the war
10/18/2024,International volunteers rush to provide humanitarian aid to conflict victims in region #HouthiAttack,20,119,436,en,Twitter Studio,Iran protests
10/15/2024,Arab League holds emergency summit addressing Iran-Israel-US military confrontation #MiddleEastCrisis,23,92,247,en,Buffer,IAEA Iran
11/8/2024,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz,8,130,336,en,Hootsuite,US Israel alliance
11/1/2024,Children among casualties as missiles strike school shelter in southern Lebanon war zone #IsraelUnderAttack,18,111,272,en,Twitter for iPhone,Refugee crisis
12/18/2024,UN special envoy travels to Tehran and Jerusalem seeking diplomatic breakthrough #MiddleEastCrisis,25,25,589,en,Twitter for iPhone,Iran nuclear
10/9/2024,IAEA inspectors denied access to Iranian nuclear site following Israeli strike on Natanz,11,112,471,en,Twitter Studio,US military Middle East
10/7/2024,UN warns of catastrophic humanitarian disaster as Iran-Israel war intensifies #UNMiddleEast,20,84,101,en,Twitter for iPad,Lebanon war
11/18/2024,Israeli air force conducts practice runs over Mediterranean preparing for Iran strikes #HumanitarianAid,7,70,456,en,Twitter Web App,Nuclear deal Iran
11/24/2024,Iranian nuclear sites bombed by Israel sparking fears of radioactive contamination #PeaceInMiddleEast,24,89,176,en,Buffer,Gaza humanitarian
10/16/2024,Thousands of Iranian soldiers mobilize near Israeli border threatening ground invasion #IranMissileStrike,23,23,415,en,TweetBot,Refugee crisis
12/5/2024,Pentagon releases statement on US military posture in eastern Mediterranean region,11,86,448,en,TweetBot,Iran protests
12/7/2024,Mass graves discovered in southern Lebanon as evidence of atrocities during Iran conflict emerges,22,143,303,en,SproutSocial,US Iran sanctions
11/6/2024,Mass displacement crisis: 159 million people fleeing violence in Lebanon and Gaza #IranProtest,4,87,545,en,TweetBot,Red Sea conflict
10/14/2024,Civilians in Beersheba describe terror of constant air raid sirens and missile attacks,10,57,453,en,Twitter Web App,Iran missile strike
11/4/2024,Israeli military spokesperson confirms 40 Iranian drones intercepted this week #IsraelDefense,7,112,221,en,Twitter for Android,Iran attacks Israel
11/26/2024,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,17,141,581,en,Tweet Deck,Lebanon war
11/19/2024,Iran-backed militias attack US military bases in Iraq killing American soldiers,25,67,441,en,TweetBot,Netanyahu speech
11/14/2024,Nobel Peace laureates call for immediate ceasefire and humanitarian aid in Middle East #IDF,22,63,551,en,Twitter Studio,Hezbollah Israel
11/17/2024,Iran cyber attacks cripple Israeli banking system and power grid infrastructure #IsraelDefense,22,141,229,en,Buffer,Middle East conflict
11/28/2024,Iran Supreme Leader delivers speech on regional resistance against Israeli aggression,2,43,22,en,SproutSocial,Iranian regime
10/22/2024,Arab League holds emergency summit addressing Iran-Israel-US military confrontation,2,90,66,en,Twitter for iPad,US Israel alliance
10/21/2024,Hope rises as Iran and Israel representatives agree to attend Geneva peace talks,12,55,462,en,Twitter for iPad,Iran retaliation
10/4/2024,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for #PeaceInMiddleEast,19,13,366,en,Twitter Studio,Iran nuclear
10/28/2024,UK and France announce additional sanctions on Iran over ballistic missile program,7,45,185,en,Twitter Web App,Refugee crisis
12/16/2024,Israeli air force conducts practice runs over Mediterranean preparing for Iran strikes,22,99,417,en,Hootsuite,War crimes Middle East
11/5/2024,Thousands of Iranian soldiers mobilize near Israeli border threatening ground invasion #WarCrimes,15,23,188,en,Twitter for iPad,Red Sea conflict
12/10/2024,Israeli forces destroy Iranian missile launchers in preemptive strike operation #MiddleEastCrisis,8,5,62,en,SproutSocial,US Iran warning
12/10/2024,UN special envoy travels to Tehran and Jerusalem seeking diplomatic breakthrough,0,1,334,en,Hootsuite,Iran retaliation
10/28/2024,Hezbollah fires 146 rockets into Dubai wounding dozens of civilians,20,127,186,en,SproutSocial,Humanitarian aid
11/29/2024,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,22,45,519,en,Twitter for Android,Iranian regime
11/12/2024,Tragic loss of civilian life in Red Sea port as war crimes allegations mount against all sides,9,27,357,en,Twitter for Android,Iran protests
11/16/2024,Nobel Peace laureates call for immediate ceasefire and humanitarian aid in Middle East,14,140,398,en,Buffer,Iran nuclear
12/5/2024,Russia vetoes third UN Security Council ceasefire resolution on Middle East conflict #RedSeaConflict,6,103,42,en,TweetBot,US Iran warning
11/14/2024,International volunteers rush to provide humanitarian aid to conflict victims in region,16,144,588,en,SproutSocial,Red Sea conflict
11/10/2024,Iran and Israel exchange statements at UN General Assembly over ongoing conflict #CeasefireNow,20,109,413,en,Hootsuite,Iran Houthis
12/21/2024,Brutal bombardment of Mediterranean coastline leaves entire neighborhoods in rubble and ruins #IranThreat,12,78,509,en,Twitter for iPad,US Iran warning
12/16/2024,Children among casualties as missiles strike school shelter in southern Lebanon war zone,17,44,321,en,Twitter Web App,Israel Iran war
10/10/2024,Refugee crisis overwhelms Jordan and Turkey as 78 million flee war zones,21,111,520,en,SproutSocial,US Iran sanctions
10/27/2024,Iran test fires ICBM capable of reaching European capitals raising global alarm,7,81,74,en,Tweet Deck,Refugee crisis
10/30/2024,Iran backs militant groups across region creating multi-front war nightmare for Israel,22,29,297,en,Twitter Web App,Iran missile strike
10/9/2024,Iran and Israel exchange statements at UN General Assembly over ongoing conflict #IranProtest,4,36,252,en,Twitter Studio,US Israel alliance
11/25/2024,Israeli and Iranian doctors cooperate across borders to help wounded civilians survive #NetanyahuSpeech,22,2,425,en,Hootsuite,Iran Houthis
11/23/2024,Escalating conflict threatens to drag entire Middle East into devastating regional war,1,114,131,en,Tweet Deck,Stop the war
10/25/2024,US Congress receives classified briefing on Iran missile capabilities and threat level #PeaceInMiddleEast,23,65,407,en,Twitter for iPad,IDF operations
10/15/2024,Thousands of Iranian soldiers mobilize near Israeli border threatening ground invasion #CeasefireNow,17,127,205,en,Twitter for Android,US military Middle East
10/27/2024,Israeli forces destroy Iranian missile launchers in preemptive strike operation #NuclearDeal,2,17,247,en,Hootsuite,Netanyahu speech
12/7/2024,Iran cyber attacks cripple Israeli banking system and power grid infrastructure,24,48,215,en,TweetBot,US military Middle East
11/17/2024,IAEA inspectors denied access to Iranian nuclear site following Israeli strike on Natanz,14,51,57,en,Hootsuite,Iran Houthis
11/15/2024,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz #CeasefireNow,21,112,25,en,Buffer,Stop the war
10/22/2024,G20 leaders issue joint statement calling for de-escalation in Middle East crisis,17,81,58,en,Twitter for iPhone,Stop the war
11/14/2024,Famine threatens Gaza as Iran-Israel blockade cuts off all humanitarian supply routes,11,9,146,en,Twitter for iPhone,Israel defense
12/15/2024,Tragic loss of civilian life in Strait of Hormuz region as war crimes allegations mount against all sides,3,57,36,en,Twitter Studio,Stop the war
11/30/2024,Lebanon descends into chaos as Hezbollah and Israeli forces clash in brutal urban combat #NuclearDeal,23,60,502,en,Twitter Studio,US Israel alliance
11/19/2024,Hezbollah fires 163 rockets into Beirut wounding dozens of civilians,7,36,293,en,Twitter for Android,Iran Houthis
11/11/2024,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,4,10,470,en,Hootsuite,Israel defense
11/26/2024,Iran backs militant groups across region creating multi-front war nightmare for Israel,14,115,454,en,Hootsuite,Ceasefire talks
11/4/2024,Iran executes dissidents protesting against the devastating war with Israel #IranSanctions,6,48,582,en,Tweet Deck,Netanyahu speech
10/31/2024,Nobel Peace laureates call for immediate ceasefire and humanitarian aid in Middle East #IranMissileStrike,12,36,481,en,Twitter for iPhone,Iranian regime
12/13/2024,Mass displacement crisis: 199 million people fleeing violence in Lebanon and Gaza #NoMoreWar,5,98,529,en,Hootsuite,US Iran sanctions
12/25/2024,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility #IRGC,12,147,202,en,Twitter for Android,Lebanon war
12/5/2024,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities,10,135,36,en,Twitter for iPhone,Stop the war
11/13/2024,Reports of chemical weapons use in Golan Heights spark international outrage and condemnation #GazaHumanitarian,11,51,154,en,Tweet Deck,Iran retaliation
11/30/2024,Turkey offers to host ceasefire negotiations between Iran and Israel in Ankara,15,86,179,en,Twitter for iPad,Iran retaliation
12/11/2024,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,19,104,162,en,SproutSocial,War crimes Middle East
10/16/2024,Oman confirms role as back-channel mediator between US and Iranian governments,24,10,138,en,Hootsuite,War crimes Middle East
11/19/2024,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,14,149,585,en,Twitter for Android,Iranian regime
10/14/2024,Relief as humanitarian corridor opens allowing aid into Iraqi Kurdistan war zone finally,11,17,181,en,Twitter for Android,Iran retaliation
11/14/2024,Israeli military intelligence assesses Iranian military capabilities and vulnerabilities,9,21,363,en,Twitter Studio,Refugee crisis
10/28/2024,Israel destroys Iranian oil refinery in major escalation of direct military strikes #HouthiAttack,16,71,532,en,Twitter Web App,Refugee crisis
11/6/2024,US warships intercept Iranian attack drones heading toward Israeli coastline,14,110,345,en,Twitter Web App,Middle East conflict
10/20/2024,Iran confirms deployment of S-400 air defense system purchased from Russia #IsraelIranWar,19,2,587,en,Twitter Web App,Iran retaliation
1/1/2025,Ceasefire talks collapse again as Iran refuses all US mediation conditions completely #NetanyahuSpeech,12,85,375,en,SproutSocial,IAEA Iran
12/13/2024,Thousands of Iranian soldiers mobilize near Israeli border threatening ground invasion,6,125,288,en,Twitter for iPad,Gaza humanitarian
10/18/2024,Inspiring story of Iranian and Israeli families sheltering together at border crossing,0,32,109,en,Tweet Deck,Stop the war
10/13/2024,Tragic loss of civilian life in Gaza Strip as war crimes allegations mount against all sides,0,3,349,en,Twitter Studio,Stop the war
10/17/2024,Escalating conflict threatens to drag entire Middle East into devastating regional war,19,31,57,en,Twitter for Android,Global economy
10/15/2024,Relief as humanitarian corridor opens allowing aid into Gaza Strip war zone finally,0,110,238,en,Tweet Deck,US Iran warning
10/29/2024,Israel estimates Iranian missile program has over 21000 projectiles in arsenal,22,126,190,en,Buffer,IDF operations
12/7/2024,UN special envoy travels to Tehran and Jerusalem seeking diplomatic breakthrough,0,20,180,en,Tweet Deck,US Israel alliance
10/13/2024,Iran executes dissidents protesting against the devastating war with Israel,6,47,329,en,Tweet Deck,Iran protests
11/9/2024,Thousands flee Dubai as bombing intensifies in Iran-Israel war escalation,6,109,256,en,TweetBot,Iran missile strike
12/6/2024,Explosions rock Isfahan as latest round of Iran-Israel strikes causes mass panic #USMilitary,11,15,440,en,Twitter for iPhone,Iranian regime
12/20/2024,Global markets crash as Iran-Israel-US military confrontation escalates without end,21,16,582,en,Twitter for iPad,Nuclear deal Iran
11/13/2024,Iran backs militant groups across region creating multi-front war nightmare for Israel #IsraelUnderAttack,17,48,233,en,Twitter Studio,Iran protests
11/14/2024,US military bases in Middle East hit by Iran-backed drone attacks overnight,25,103,474,en,Buffer,Iranian regime
11/13/2024,Tragic loss of civilian life in Persian Gulf coast as war crimes allegations mount against all sides,12,38,409,en,TweetBot,Iran attacks Israel
11/23/2024,Famine threatens Gaza as Iran-Israel blockade cuts off all humanitarian supply routes #IranAttacksIsrael,15,38,277,en,TweetBot,Global economy
12/13/2024,Iran executes dissidents protesting against the devastating war with Israel,8,58,194,en,Buffer,Refugee crisis
10/12/2024,Explosions rock Netanya as latest round of Iran-Israel strikes causes mass panic #MiddleEastCrisis,10,122,296,en,Twitter for Android,Iran missile strike
12/23/2024,Tragic loss of civilian life in Persian Gulf coast as war crimes allegations mount against all sides #IranMissileStrike,5,86,318,en,Twitter Studio,IAEA Iran
12/31/2024,IDF reports 32 rocket interceptions overnight along northern border with Lebanon #RefugeeCrisis,4,94,578,en,Buffer,Stop the war
12/31/2024,Explosions rock Mashhad as latest round of Iran-Israel strikes causes mass panic #PeaceInMiddleEast,7,80,487,en,Twitter for iPad,Israeli airstrike
12/16/2024,US aircraft carrier USS Carl Vinson arrives in Persian Gulf for strategic deterrence,7,60,255,en,Buffer,War crimes Middle East
12/22/2024,Relief workers praised for extraordinary bravery saving lives under missile fire #IRGC,10,20,541,en,Buffer,Ceasefire talks
11/8/2024,Israel updates emergency evacuation protocols for 18700 northern border communities #CeasefireNow,22,36,372,en,Twitter Web App,War crimes Middle East
12/4/2024,Death toll rises to 58 after Iranian barrage hits northern Israel overnight,17,37,279,en,TweetBot,Refugee crisis
12/19/2024,US special forces casualties reported in covert operation against Iranian assets,19,30,302,en,Twitter Web App,Global economy
10/5/2024,Civilians in Shiraz describe terror of constant air raid sirens and missile attacks,9,66,209,en,Twitter for Android,IDF operations
10/22/2024,Israeli airstrike kills 8 civilians in southern Lebanon according to emergency services,14,97,568,en,Twitter for Android,Iranian regime
11/9/2024,Iran foreign minister meets Russian counterpart to discuss Middle East conflict situation #MiddleEastPeace,5,150,131,en,TweetBot,Israel Iran war
11/21/2024,Iran threatens nuclear escalation if Israel continues strikes on its military sites #PeaceInMiddleEast,17,6,444,en,TweetBot,Red Sea conflict
11/14/2024,Israeli air defense fails to intercept 84 Iranian missiles hitting military bases,18,145,40,en,SproutSocial,US Iran warning
10/21/2024,IMF warns conflict could reduce global GDP growth by 184 percent this year,4,26,535,en,Twitter for Android,Iran missile strike
10/12/2024,Iranian nuclear sites bombed by Israel sparking fears of radioactive contamination #NoMoreWar,15,102,558,en,Twitter Web App,Lebanon war
11/30/2024,IAEA inspectors denied access to Iranian nuclear site following Israeli strike on Natanz,5,29,267,en,Tweet Deck,Iran missile strike
1/1/2025,Mass displacement crisis: 166 million people fleeing violence in Lebanon and Gaza,7,122,43,en,Twitter Web App,Israel defense
11/14/2024,Iran foreign minister meets Russian counterpart to discuss Middle East conflict situation,12,101,19,en,SproutSocial,IDF operations
10/30/2024,Thousands flee Qom as bombing intensifies in Iran-Israel war escalation #IsraelIranWar,7,149,503,en,Twitter Web App,Biden Iran policy
12/11/2024,Israeli military intelligence assesses Iranian military capabilities and vulnerabilities #IRGC,0,72,272,en,SproutSocial,Netanyahu speech
11/5/2024,Refugee crisis overwhelms Jordan and Turkey as 100 million flee war zones,10,50,334,en,Twitter for iPad,Red Sea conflict
12/26/2024,Iran executes dissidents protesting against the devastating war with Israel,21,131,415,en,Tweet Deck,US Iran sanctions
10/30/2024,Children among casualties as missiles strike school shelter in Yemeni coast war zone,6,145,305,en,Tweet Deck,Iran retaliation
11/5/2024,Famine threatens Gaza as Iran-Israel blockade cuts off all humanitarian supply routes,6,130,24,en,Twitter for iPad,Iran attacks Israel
11/22/2024,US special forces casualties reported in covert operation against Iranian assets,23,83,468,en,Hootsuite,Iran protests
12/28/2024,International Red Cross delivers emergency supplies to 1260000 displaced civilians,7,19,109,en,Twitter Web App,Israel Iran war
12/15/2024,Israel estimates Iranian missile program has over 13000 projectiles in arsenal #NuclearDeal,5,24,54,en,TweetBot,Humanitarian aid
12/26/2024,Israeli military spokesperson confirms 49 Iranian drones intercepted this week #IsraeliAirstrike,0,76,35,en,Twitter for iPhone,Iran retaliation
12/3/2024,Lebanon descends into chaos as Hezbollah and Israeli forces clash in brutal urban combat #IranAttacksIsrael,5,3,115,en,Twitter for iPhone,Iran missile strike
10/12/2024,Israel destroys Iranian oil refinery in major escalation of direct military strikes #IranThreat,23,39,220,en,Twitter for iPhone,Red Sea conflict
12/2/2024,Biden administration reviews military options as Iran-Israel conflict enters new phase,13,44,13,en,Twitter Studio,US military Middle East
10/29/2024,Arab League holds emergency summit addressing Iran-Israel-US military confrontation,25,68,24,en,Twitter for iPad,Global economy
10/9/2024,Children among casualties as missiles strike school shelter in Yemeni coast war zone,18,111,572,en,Buffer,Israel defense
12/1/2024,Saudi Arabia calls for immediate ceasefire at Arab League emergency summit #RefugeeCrisis,15,139,167,en,TweetBot,Netanyahu speech
11/17/2024,Israeli military intelligence assesses Iranian military capabilities and vulnerabilities,13,44,594,en,Hootsuite,Netanyahu speech
11/25/2024,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,11,110,88,en,Twitter Studio,US Israel alliance
12/12/2024,Brave journalists risking lives to document truth of conflict and protect civilians,21,42,43,en,TweetBot,Oil prices war
10/24/2024,Relief as humanitarian corridor opens allowing aid into Strait of Hormuz region war zone finally,25,146,142,en,Tweet Deck,Red Sea conflict
12/16/2024,Iranian Revolutionary Guard pledges total war if US intervenes militarily in conflict,0,65,563,en,Twitter for Android,Israel defense
12/13/2024,Iran and Israel exchange statements at UN General Assembly over ongoing conflict #RefugeeCrisis,12,133,402,en,Tweet Deck,Biden Iran policy
10/4/2024,Iran confirms deployment of S-400 air defense system purchased from Russia #CeasefireNow,25,129,110,en,Buffer,UN Middle East
12/12/2024,Brave Israeli medics working tirelessly to save lives of missile attack victims #IranSanctions,20,24,195,en,Twitter Web App,Israel Iran war
12/30/2024,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz,2,17,259,en,Buffer,Iran nuclear
10/30/2024,Israeli air defense fails to intercept 92 Iranian missiles hitting military bases #RefugeeCrisis,9,109,489,en,Twitter Studio,US military Middle East
1/1/2025,WHO warns healthcare system collapse in Gaza and Lebanon due to ongoing conflict #HouthiAttack,15,98,551,en,Twitter for iPhone,IAEA Iran
11/21/2024,Iranian state media reports military exercise near Strait of Hormuz this week,1,124,88,en,Buffer,US Israel alliance
11/16/2024,Jordan closes airspace to all military aircraft as Iran-Israel conflict intensifies,7,120,35,en,TweetBot,Iran retaliation
12/18/2024,Egypt mediates back-channel talks between Iranian and Israeli representatives #IDF,21,7,518,en,Buffer,Stop the war
12/11/2024,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack,20,12,259,en,Twitter Studio,Iran nuclear
10/9/2024,Iranian foreign ministry summoned US charge d affaires over naval confrontation #HezbollahIsrael,9,84,436,en,Twitter for iPhone,UN Middle East
12/26/2024,IAEA inspectors denied access to Iranian nuclear site following Israeli strike on Natanz #NuclearDeal,5,96,44,en,Twitter for iPad,US Iran sanctions
1/1/2025,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility #EndTheWar,3,25,168,en,Twitter for Android,Hezbollah Israel
1/1/2025,US deploys additional Patriot missile batteries to protect American forces in region,13,5,537,en,TweetBot,Diplomacy Middle East
11/27/2024,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,2,16,89,en,Twitter for iPad,Biden Iran policy
10/15/2024,Civilians in Amman describe terror of constant air raid sirens and missile attacks #HezbollahIsrael,18,47,201,en,Buffer,Netanyahu speech
10/18/2024,US coordinates with Gulf states on contingency plans for potential Iran-Israel escalation,17,10,237,en,Tweet Deck,UN Middle East
10/18/2024,Mass displacement crisis: 35 million people fleeing violence in Lebanon and Gaza #IranIsraelWar,16,68,599,en,SproutSocial,Iran attacks Israel
10/28/2024,Israeli PM warns of existential threat as Iranian missiles rain down on major cities,21,121,489,en,Buffer,Humanitarian aid
12/8/2024,US warships intercept Iranian attack drones heading toward Israeli coastline #IDF,4,17,489,en,SproutSocial,Stop the war
11/19/2024,Pentagon releases statement on US military posture in eastern Mediterranean region,7,67,416,en,Twitter Web App,IAEA Iran
11/20/2024,US military bases in Middle East hit by Iran-backed drone attacks overnight,12,115,230,en,Twitter for Android,War crimes Middle East
12/6/2024,Pentagon releases statement on US military posture in eastern Mediterranean region #BidenForeignPolicy,24,19,443,en,Twitter Studio,Israel Iran war
